File,Affine_0_X,Affine_0_Y,Affine_1_X,Affine_1_Y,Confidence,FTE,FrameNumber,FrontalFace_X,FrontalFace_Y,FrontalFace_Width,FrontalFace_Height,StasmLeftEye_X,StasmLeftEye_Y,StasmRightEye_X,StasmRightEye_Y
fourFaces3.jpg,699,622,850,630,130321,false,0,49,186,361,361,850,630,699,622
