File,Affine_0_X,Affine_0_Y,Affine_1_X,Affine_1_Y,Confidence,FTE,FrameNumber,FrontalFace_X,FrontalFace_Y,FrontalFace_Width,FrontalFace_Height,StasmLeftEye_X,StasmLeftEye_Y,StasmRightEye_X,StasmRightEye_Y
fourFaces2.jpg,640,676,812,663,69696,false,0,524,180,264,264,812,663,640,676
fourFaces2.jpg,640,676,812,663,57600,false,0,878,248,240,240,812,663,640,676
fourFaces2.jpg,640,676,812,663,130321,false,0,49,186,361,361,812,663,640,676
fourFaces2.jpg,640,676,812,663,133956,false,0,557,529,366,366,812,663,640,676
